,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG,TITLE_NAME
802,802,31955,20 E 9TH ST,NEW YORK,35000,51206,133697941,74864,36061.0,20 E 9TH ST NEW YORK NY 10003-5944,,EARTH CELEBRATIONS INC,A20,0.0,53673,NY,20 E 9TH ST,Arts & Culture,10003-5944,10003.0,A20,40.7322375,-73.9947853,Earth Celebrations Inc.
803,803,31959,22 HOWARD ST STE 3B,NEW YORK,0,71064,133698610,85054,36061.0,22 HOWARD ST NEW YORK NY 10013-3137,,YANGTZE REPERTORY THEATRE OF AMERICA INC,A65,23938.0,95002,NY,22 HOWARD ST,Theater,10013-3137,10013.0,A65,40.7195373,-74.0003345,Yangtze Repertory Theatre of America Inc.
804,804,31960,240 W 98TH ST 6 E,NEW YORK,0,900,133698896,44358,36061.0,240 W 98TH ST 6 E NEW YORK NY 10025-0000,,KIT MC CLURE BIG BAND INC,A6C,40050.0,40987,NY,240 W 98TH ST 6 E,Bands & Ensembles,10025-0000,10025.0,A6C,,,Kit Mc Clure Big Band Inc.
805,805,31965,36 E 74TH ST,NEW YORK,0,39147,133699906,77794,36061.0,36 E 74TH ST NEW YORK NY 10021-2735,,SHANDALEE MUSIC FESTIVAL,A68,41954.0,78058,NY,36 E 74TH ST,Music,10021-2735,10021.0,A68,40.772683799999996,-73.96395288593109,Shandalee Music Festival
806,806,31970,246 W 38TH ST FL 8,NEW YORK,312631,608732,133700857,745621,36061.0,246 W 38TH ST NEW YORK NY 10018-9086,,PASCAL RIOULT DANCE THEATRE INC,A62,139563.0,749479,NY,246 W 38TH ST,Dance,10018-9086,10018.0,A62,40.7541085,-73.99041820000001,Pascal Rioult Dance Theatre Inc.
807,807,32026,726 42ND ST,BROOKLYN,0,25100,133712843,72511,36047.0,726 42ND ST BROOKLYN NY 11232-3957,,REDHAWK INDIAN ARTS COUNCIL INC,A50,15300.0,71245,NY,726 42ND ST,Museums,11232-3957,11232.0,A50,40.64636615,-74.00068260065471,Redhawk Indian Arts Council Inc.
808,808,32032,PO BOX 2093,NEW YORK,3900,98071,133714232,139735,36061.0,,,A GATHERING OF THE TRIBES INC,A20,4938.0,84168,NY,,Arts & Culture,10009-8915,10009.0,A20,,,a Gathering of the Tribes Inc.
809,809,32037,575 MADISON AVE 1006,NEW YORK,41937,96549,133715710,170960,36061.0,575 MADISON AVE NEW YORK NY 10022-2511,,DANIEL FERRO VOCAL PROGRAM INC,A6B,60843.0,157392,NY,575 MADISON AVE,Singing & Choral Groups,10022-2511,10022.0,A6B,40.7617911,-73.9724122408202,Daniel Ferro Vocal Program Inc.
810,810,32039,1633 BROADWAY,NEW YORK,564285,243650,133716314,1281254,36061.0,1633 BROADWAY NEW YORK NY 10019-6708,,CIRCLE IN THE SQUARE THEATRE SCHOOL INC,A6E,1159796.0,1413857,NY,1633 BROADWAY,Performing Arts Schools,10019-6708,10019.0,A6E,40.762093,-73.9846558958814,Circle in the Square Theatre School Inc.
811,811,32044,17 20 WHITESTONE EXWY,WHITESTONE,24198,387431,133716785,415509,36081.0,17 20 WHITESTONE EXWY WHITESTONE NY 11357-3000,,HONG KONG DRAGON BOAT FESTIVAL I,A23,0.0,387431,NY,17 20 WHITESTONE EXWY,Cultural & Ethnic Awareness,11357-3000,11357.0,A23,40.7908597,-73.8221643,Hong Kong Dragon Boat Festival I
812,812,32045,380 BROADWAY 4TH FLR,NEW YORK,9536,12135,133716797,136402,36061.0,380 BROADWAY NEW YORK NY 10013-6025,,ACCESS THEATRE,A65,136966.0,149130,NY,380 BROADWAY,Theater,10013-6025,10013.0,A65,40.7180547,-74.0028387,Access Theatre
813,813,32053,500 W 111TH ST APT 3E,NEW YORK,0,20693,133717854,39693,36061.0,500 W 111TH ST NEW YORK NY 10025-1910,,ENSEMBLE 21 MUSIC FOR THE 21ST CENTURY,A68,26748.0,47441,NY,500 W 111TH ST,Music,10025-1910,10025.0,A68,40.803684999999994,-73.9637846,Ensemble 21 Music for the 21St Century
814,814,32055,1 WASHINGTON SQ VILLAGE 1 U,NEW YORK,0,26288,133718261,39738,36061.0,1 WASHINGTON SQ VILLAGE 1 U NEW YORK NY 10012-1632,,EAST COAST ARTISTS INC,A65,13801.0,35343,NY,1 WASHINGTON SQ VILLAGE 1 U,Theater,10012-1632,10012.0,A65,,,East Coast Artists Inc.
815,815,32075,750 8TH AVE 506,NEW YORK,0,59276,133723672,68976,36061.0,750 8TH AVE NEW YORK NY 10036-7005,,KOREAN TRADITIONAL PERFORMING ARTS ASSOCIATION INC,A24,23440.0,82845,NY,750 8TH AVE,Folk Arts,10036-7005,10036.0,A24,40.759859000000006,-73.987753,Korean Traditional Performing Arts Association Inc.
816,816,32090,24 W 55TH ST 7B,NEW YORK,20000,2000,133727987,37605,36061.0,24 W 55TH ST NEW YORK NY 10019-5320,,DESIGNS FOR LEARNING INC,A40,60209.0,62863,NY,24 W 55TH ST,Visual Arts,10019-5320,10019.0,A40,40.762046999999995,-73.9763887414363,Designs for Learning Inc.
817,817,32102,520 8TH AVE 3RD FLOOR STE 310,NEW YORK,372759,152030,133730731,838070,36061.0,520 8TH AVE 3RD FLOOR NEW YORK NY 10018-0000,,SARATOGA INTERNATIONAL THEATER INSTITUTE INC,A65,680520.0,839104,NY,520 8TH AVE 3RD FLOOR,Theater,10018-0000,10018.0,A65,,,Saratoga International Theater Institute Inc.
818,818,32117,120 BANK STREET,NEW YORK,441839,1000,133735185,1526265,36061.0,120 BANK STREET NEW YORK NY 10014-2126,,HERBERT BERGHOF STUDIO INC,A6E,1490341.0,1506756,NY,120 BANK STREET,Performing Arts Schools,10014-2126,10014.0,A6E,40.7361625,-74.0075448401772,Herbert Berghof Studio Inc.
819,819,32119,107 SUFFOLK ST APT 312,NEW YORK,88321,3946,133735337,259034,36061.0,107 SUFFOLK ST NEW YORK NY 10002-3387,,CLEMENTE SOTO VELEZ CULTURAL & EDUCATION CENTER INC,A60,0.0,380417,NY,107 SUFFOLK ST,Performing Arts,10002-3387,10002.0,A60,40.719051,-73.9861796,Clemente Soto Velez Cultural & Education Center Inc.
820,820,32140,311 W 43RD ST 5TH FLOOR,NEW YORK,0,52282,133740018,153037,36061.0,311 W 43RD ST NEW YORK NY 10036-6413,,EMERGING ARTISTS THEATRE CO INC,A65,70442.0,123549,NY,311 W 43RD ST,Theater,10036-6413,10036.0,A65,40.75842215,-73.99000495613359,Emerging Artists Theatre Co. Inc.
821,821,32141,226 W 47TH ST,NEW YORK,0,282700,133740065,160102,36061.0,226 W 47TH ST NEW YORK NY 10036-1413,,CELEBRATE BROADWAY PRESERVATION FUND INC,A65,0.0,171210,NY,226 W 47TH ST,Theater,10036-1413,10036.0,A65,40.759259,-73.984983,Celebrate Broadway Preservation Fund Inc.
822,822,32150,312 WEST 36TH STREET 1ST FLR,NEW YORK,151656,327591,133741268,579726,36061.0,312 WEST 36TH STREET NEW YORK NY 10018-6494,,ABINGDON THEATRE COMPANY,A65,107754.0,595336,NY,312 WEST 36TH STREET,Theater,10018-6494,10018.0,A65,40.7536633,-73.9932897,Abingdon Theatre Company
823,823,32178,160 W 87TH ST STE 8D,NEW YORK,0,91994,133747279,86729,36061.0,160 W 87TH ST NEW YORK NY 10024-2959,,JAPAN-U S PARTNERSHIP FOR THE PERFORMING ARTS INC,A60,0.0,92050,NY,160 W 87TH ST,Performing Arts,10024-2959,10024.0,A60,40.78778985,-73.9737174635843,Japan-U S Partnership for the Performing Arts Inc.
824,824,32190,568 GRAND ST STE J 1206,NEW YORK,0,34668,133749624,31757,36061.0,568 GRAND ST NEW YORK NY 10002-4366,,JAPANESE FOLK DANCE INSTITUTE OF N Y INC,A62,0.0,34668,NY,568 GRAND ST,Dance,10002-4366,10002.0,A6E,40.7138859,-73.9790036,Japanese Folk Dance Institute of N Y Inc.
825,825,32207,105 HUDSON ST,NEW YORK,38421,542405,133752576,474718,36061.0,105 HUDSON ST NEW YORK NY 10013-2331,,MINETTA BROOK INC,A65,0.0,555437,NY,105 HUDSON ST,Theater,10013-2331,10013.0,A65,40.719473799999996,-74.0088433,Minetta Brook Inc.
826,826,32211,80 HANSON PLACE,BROOKLYN,483462,1873194,133753011,948161,36047.0,80 HANSON PLACE BROOKLYN NY 11217-1506,,SOUND PORTRAITS PRODUCTIONS INC,A68,22270.0,1864136,NY,80 HANSON PLACE,Music,11217-1506,11217.0,A68,40.68525215,-73.9744286233509,Sound Portraits Productions Inc.
827,827,32232,117 WEST 138TH ST APT 4B,NEW YORK,0,59187,133757279,58437,36061.0,117 WEST 138TH ST NEW YORK NY 10030-2331,,BLACKBERRY PRODUCTION INC,A65,0.0,59187,NY,117 WEST 138TH ST,Theater,10030-2331,10030.0,A65,40.8166991,-73.9405199008656,Blackberry Production Inc.
828,828,32238,1690 LEXINGTON AVE 2NDFL,NEW YORK,1436836,1265873,133759661,2204760,36061.0,1690 LEXINGTON AVE NEW YORK NY 10029-3932,,DREAMYARD DRAMA PROJECT INC,A25,969679.0,2248431,NY,1690 LEXINGTON AVE,Arts Education,10029-3932,10029.0,A25,40.7924364,-73.94632209999999,Dreamyard Drama Project Inc.
829,829,32241,3081 RICHMOND RD,STATEN ISLAND,10000,80601,133759761,328555,36085.0,3081 RICHMOND RD STATEN ISLAND NY 10306-1941,,STATEN ISLAND BALLET THEATER INC,A63,149782.0,247091,NY,3081 RICHMOND RD,Ballet,10306-1941,10306.0,A63,40.57606535,-74.12418244851,Staten Island Ballet Theater Inc.
830,830,32246,140-142 SECOND AVENUE,NEW YORK,227029,318963,133761711,390996,36061.0,140-142 SECOND AVENUE NEW YORK NY 10003-8364,,FOUNDRY THEATRE INC,A65,55224.0,375540,NY,140-142 SECOND AVENUE,Theater,10003-8364,10003.0,A65,,,Foundry Theatre Inc.
831,831,32248,APT 16,NEW YORK,40900,110744,133762638,148018,36061.0,APT NEW YORK NY 10011-0000,,SHAKESPEARE PROJECT INC,A65,0.0,115718,NY,APT,Theater,10011-0000,10011.0,A65,,,Shakespeare Project Inc.
832,832,32253,312 WEST 36TH STREET 4TH FLR,NEW YORK,21753,154723,133763953,260836,36061.0,312 WEST 36TH STREET NEW YORK NY 10018-6436,,THE 42ND STREET WORKSHOP INC,A65,89455.0,244178,NY,312 WEST 36TH STREET,Theater,10018-6436,10018.0,A65,40.7536633,-73.9932897,the 42Nd Street Workshop Inc.
833,833,32282,119 BOWERY 2ND FLR,NEW YORK,0,41698,133770633,44990,36061.0,119 BOWERY NEW YORK NY 10002-4939,,EASTERN VIETNAM-CAMBODIA-LAOS CHINESE-DESCENT ASSOCIATION INC,A23,2250.0,60208,NY,119 BOWERY,Cultural & Ethnic Awareness,10002-4939,10002.0,A23,40.7179786,-73.9947124453555,Eastern Vietnam-Cambodia-Laos Chinese-Descent Association Inc.
834,834,32286,100 CHURCH ST STE 1608,NEW YORK,0,54769,133771393,74917,36061.0,100 CHURCH ST NEW YORK NY 10007-2615,,INTERNATIONAL EMIGRE ASSOCIATION OF ARTS & SCIENCES INC,A03,8205.0,62974,NY,100 CHURCH ST,Professional Societies & Associations,10007-2615,10007.0,A03,40.7130523,-74.0096369,International Emigre Association of Arts & Sciences Inc.
835,835,32291,243 W 98TH ST 2 B,NEW YORK,31045,0,133772154,65384,36061.0,243 W 98TH ST 2 B NEW YORK NY 10025-5566,,BALLET FOR YOUNG AUDIENCES BALLET REPERTORY LTD OF NEW YORK CITY,A63,67231.0,67231,NY,243 W 98TH ST 2 B,Ballet,10025-5566,10025.0,A63,,,Ballet for Young Audiences Ballet Repertory Ltd of New York City
836,836,32302,246 WEST 38TH ST 8TH FLOOR,NEW YORK,91994,41191,133773381,195140,36061.0,246 WEST 38TH ST NEW YORK NY 10018-9086,,ZGD INC,A62,143976.0,185167,NY,246 WEST 38TH ST,Dance,10018-9086,10018.0,A62,40.7541085,-73.99041820000001,Zgd Inc.
837,837,32309,170 W END AVE,NEW YORK,0,21025,133775983,31407,36061.0,170 W END AVE NEW YORK NY 10023-5401,,KINDRED SPIRITS FOUNDATION INC,A60,6858.0,27883,NY,170 W END AVE,Performing Arts,10023-5401,10023.0,A65,40.777207416666705,-73.98624825,Kindred Spirits Foundation Inc.
838,838,32317,505 PARK AVE 20TH FLR,NEW YORK,59500,288086,133777395,465741,36061.0,505 PARK AVE NEW YORK NY 10022-9306,,AMERICAN FRIENDS OF THE STATE HERMITAGE MUSEUM INC,A54,3702.0,293756,NY,505 PARK AVE,History Museums,10022-9306,10022.0,A54,40.7629124,-73.96944520000001,American Friends of the State Hermitage Museum Inc.
839,839,32324,939 8TH AVENUE,NEW YORK,158733,500344,133779197,488825,36061.0,939 8TH AVENUE NEW YORK NY 10019-4264,,LARK THEATRE COMPANY INC,A65,23588.0,528921,NY,939 8TH AVENUE,Theater,10019-4264,10019.0,A65,40.7659287,-73.9839157,Lark Theatre Company Inc.
840,840,32334,555 BROADWAY,NEW YORK,891503,2695085,133780998,2459565,36061.0,555 BROADWAY NEW YORK NY 10012-3919,,ALLIANCE FOR YOUNG ARTISTS & WRITERS INC,A25,351602.0,3086167,NY,555 BROADWAY,Arts Education,10012-3919,10012.0,A25,40.7238576,-73.99827900000001,Alliance for Young Artists & Writers Inc.
841,841,32345,PO BOX 88,NEW YORK,8070,15790,133782934,29875,36061.0,,,SIX FIGURES INC,A65,19588.0,35378,NY,,Theater,10024-0088,10024.0,A65,,,Six Figures Inc.
842,842,32359,446 CENTRAL PARK WEST 4B,NEW YORK,0,61126,133785670,70587,36061.0,446 CENTRAL PARK WEST NEW YORK NY 10025-4369,,NEW MOVES INC,A01,0.0,61210,NY,446 CENTRAL PARK WEST,Alliances & Advocacy,10025-4369,10025.0,A62,40.7971252,-73.960844,New Moves Inc.
843,843,32362,165 E 35TH ST 7J,NEW YORK,0,42453,133786051,43804,36061.0,165 E 35TH ST NEW YORK NY 10016-4128,,SHOTGUN PRODUCTIONS INC,A65,319.0,40067,NY,165 E 35TH ST,Theater,10016-4128,10016.0,A65,40.746609,-73.9778907,Shotgun Productions Inc.
844,844,32365,512 7TH AVENUE 43RD FLR,NEW YORK,380737,2037621,133786747,1426676,36061.0,512 7TH AVENUE NEW YORK NY 10018-4603,,RUSH PHILANTHROPIC ARTS FOUNDATION,A12,0.0,1466102,NY,512 7TH AVENUE,Fund Raising & Fund Distribution,10018-4603,10018.0,A12,40.75347205,-73.9892617541267,Rush Philanthropic Arts Foundation
845,845,32373,95 AVENUE 2ND FLOOR,NEW YORK,38123,66209,133787877,99356,36061.0,95 AVENUE NEW YORK NY 10009-0000,,ELEVATOR REPAIR SERVICE THEATER INC,A65,14960.0,89289,NY,95 AVENUE,Theater,10009-0000,10009.0,A65,40.587912994475104,-73.9737541491713,Elevator Repair Service Theater Inc.
846,846,32379,2 RIVERSIDE DR 2C,NEW YORK,0,154352,133789627,188339,36061.0,2 RIVERSIDE DR NEW YORK NY 10023-2524,,TEATRO GRATTACIELO,A6A,32230.0,196337,NY,2 RIVERSIDE DR,Opera,10023-2524,10023.0,A6A,40.7805258,-73.9853079049603,Teatro Grattacielo
847,847,32380,6 PENNYFIELD AVE,BRONX,0,22888,133789884,38258,36005.0,6 PENNYFIELD AVE BRONX NY 10465-4127,,MARITIME INDUSTRY MUSEUM AT FORT SCHUYLER,A54,12690.0,57187,NY,6 PENNYFIELD AVE,History Museums,10465-4127,10465.0,A54,40.80957415,-73.80186370524859,Maritime Industry Museum at Fort Schuyler
848,848,32385,805 3RD AVE FL 26,NEW YORK,583987,501210,133790835,1066015,36061.0,805 3RD AVE NEW YORK NY 10022-7538,,COMPLEXIONS-A CONCEPT IN DANCE,A62,519567.0,1076482,NY,805 3RD AVE,Dance,10022-7538,10022.0,A62,40.7554975,-73.97055209999999,Complexions-A Concept in Dance
849,849,32401,300 E 42ND ST,NEW YORK,132615,156236,133793338,568944,36061.0,300 E 42ND ST NEW YORK NY 10017-5947,,EOS ORCHESTRA INC,A61,24435.0,183913,NY,300 E 42ND ST,Performing Arts Centers,10017-5947,10017.0,A61,40.7495356,-73.9720098,Eos Orchestra Inc.
850,850,32403,410 WEST 58TH STREET 31A,NEW YORK,50625,0,133793681,211672,36061.0,410 WEST 58TH STREET NEW YORK NY 10019-1128,,AMIRUS INC,A69,140117.0,140786,NY,410 WEST 58TH STREET,Symphony Orchestras,10019-1128,10019.0,A69,40.76867305,-73.986016955597,Amirus Inc.
851,851,32405,154 WEST 57TH STREET STE 136,NEW YORK,170612,160168,133793888,350790,36061.0,154 WEST 57TH STREET NEW YORK NY 10019-3321,,FRENCH CONSERVATORY OF MUSIC INC,A6E,206401.0,395586,NY,154 WEST 57TH STREET,Performing Arts Schools,10019-3321,10019.0,A6E,40.7651393,-73.9795441,French Conservatory of Music Inc.
852,852,32424,792 EASTERN PKWY,BROOKLYN,1159173,8181656,133798344,2917125,36047.0,792 EASTERN PKWY BROOKLYN NY 11213-3502,,JEWISH CHILDRENS MUSEUM,A52,292590.0,8518880,NY,792 EASTERN PKWY,Children's Museums,11213-3502,11213.0,A52,40.66887885,-73.9419647009214,Jewish Childrens Museum
853,853,32426,2373 BROADWAY STE 802,NEW YORK,0,67105,133798373,76637,36061.0,2373 BROADWAY NEW YORK NY 10024-2835,,UNTITLED THEATER COMPANY NO 61 LTD,A65,22487.0,89592,NY,2373 BROADWAY,Theater,10024-2835,10024.0,A65,40.7885846,-73.97667129999999,Untitled Theater Company No 61 Ltd
854,854,32429,648 BROADWAY STE 1001,NEW YORK,12438,28500,133799191,165191,36061.0,648 BROADWAY NEW YORK NY 10012-2301,,ABSOLUTE ENSEMBLE LTD,A6C,130178.0,162329,NY,648 BROADWAY,Bands & Ensembles,10012-2301,10012.0,A6C,40.72661365,-73.9953734144676,Absolute Ensemble Ltd
855,855,32459,60 E 8TH ST STE 4J,NEW YORK,0,26630,133803693,49602,36061.0,60 E 8TH ST NEW YORK NY 10003-6515,,LOCO-MOTION DANCE THEATRE FOR CHILDREN INC,A62,26972.0,53602,NY,60 E 8TH ST,Dance,10003-6515,10003.0,A62,40.730659100000004,-73.992835,Loco-Motion Dance Theatre for Children Inc.
856,856,32471,134 EAST 22 ND STREET 314,NEW YORK,48251,142900,133805585,187961,36061.0,134 EAST 22 ND STREET NEW YORK NY 10010-0000,,TEATRO CIRCULO LTD,A65,46468.0,190079,NY,134 EAST 22 ND STREET,Theater,10010-0000,10010.0,A65,,,Teatro Circulo Ltd
857,857,32475,282 W END AVE STE 1 R,NEW YORK,50919,5850,133806279,58520,36061.0,282 W END AVE NEW YORK NY 10023-8163,,MANHATTAN CHAMBER ORCHESTRA INC,A68,52429.0,58292,NY,282 W END AVE,Music,10023-8163,10023.0,A68,40.78054105,-73.98361770791371,Manhattan Chamber Orchestra Inc.
858,858,32492,PO BOX 286934,NEW YORK,0,46130,133810105,45361,36061.0,,,IMUA THEATRE CO INC,A65,0.0,46130,NY,,Theater,10128-0009,10128.0,A65,,,Imua Theatre Co. Inc.
859,859,32513,140 SECOND AVE 503,NEW YORK,55823,186901,133812712,209486,36061.0,140 SECOND AVE NEW YORK NY 10003-8384,,ART SWEATS INC,A62,67466.0,256631,NY,140 SECOND AVE,Dance,10003-8384,10003.0,A62,42.635429168714204,-73.7409010269515,Art Sweats Inc.
860,860,32514,200 PARK AVENUE S 8TH FLR,NEW YORK,40000,805157,133813143,308432,36061.0,200 PARK AVENUE S NEW YORK NY 10003-1526,,DRAMA DEPT INCORPORATED,A65,48132.0,853982,NY,200 PARK AVENUE S,Theater,10003-1526,10003.0,A65,40.736708,-73.98903,Drama Dept Incorporated
861,861,32527,400 W 43RD ST STE 19D,NEW YORK,0,126670,133818345,122767,36061.0,400 W 43RD ST NEW YORK NY 10036-6311,,AMERICAN OPERA MUSICAL THEATER CO INC,A6A,60478.0,199399,NY,400 W 43RD ST,Opera,10036-6311,10036.0,A6A,40.759243100000006,-73.9927221,American Opera Musical Theater Co. Inc.
862,862,32530,331 E 29TH ST STE 9L,NEW YORK,0,0,133819482,22842,36061.0,331 E 29TH ST NEW YORK NY 10016-8349,,PHILIPPINE NURSES ASSOCIATION INC,A23,10346.0,23094,NY,331 E 29TH ST,Cultural & Ethnic Awareness,10016-8349,10016.0,A23,40.741088700000006,-73.9765178,Philippine Nurses Association Inc.
863,863,32564,220 W 93RD ST APT 6C,NEW YORK,0,74717,133829236,86937,36061.0,220 W 93RD ST NEW YORK NY 10025-7484,,INFINITY DANCE THEATER COMPANY LTD,A62,19534.0,94286,NY,220 W 93RD ST,Dance,10025-7484,10025.0,A62,40.792486600000004,-73.9728745,Infinity Dance Theater Company Ltd
864,864,32580,294 CROWN AVE,STATEN ISLAND,0,34515,133833390,16262,36085.0,294 CROWN AVE STATEN ISLAND NY 10312-2940,,STATEN ISLAND SPORTS HALL OF FAME INC,A50,0.0,34529,NY,294 CROWN AVE,Museums,10312-2940,10312.0,A50,40.54719375,-74.188536882674,Staten Island Sports Hall of Fame Inc.
865,865,32590,55 N MOORE ST,NEW YORK,62298,57991,133835811,148210,36061.0,55 N MOORE ST NEW YORK NY 10013-2349,,RACING THOUGHTS INC,A62,95621.0,154287,NY,55 N MOORE ST,Dance,10013-2349,10013.0,A62,40.72020525,-74.00915805797409,Racing Thoughts Inc.
866,866,32593,131 PERRY STREET,NEW YORK,127627,235305,133836585,300512,36061.0,131 PERRY STREET NEW YORK NY 10014-6241,,BANG GROUP INC,A62,58488.0,293793,NY,131 PERRY STREET,Dance,10014-6241,10014.0,A62,40.735020399999996,-74.00759570000001,Bang Group Inc.
867,867,32596,526 W 26TH ST ROOM 824,NEW YORK,110005,247703,133837466,328119,36061.0,526 W 26TH ST NEW YORK NY 10001-5538,,INTERNATIONAL PRINT CENTER NEW YORK,A40,0.0,251167,NY,526 W 26TH ST,Visual Arts,10001-5538,10001.0,A40,40.750046999999995,-74.0042469,International Print Center New York
868,868,32600,422 W 57TH ST,NEW YORK,0,10411,133837753,51505,36061.0,422 W 57TH ST NEW YORK NY 10019-3051,,LOOKING GLASS THEATER INC,A65,47916.0,58327,NY,422 W 57TH ST,Theater,10019-3051,10019.0,A65,40.76816335,-73.9869245557348,Looking Glass Theater Inc.
869,869,32603,246 W 38TH ST 8TH FLR,NEW YORK,210417,198561,133838879,510004,36061.0,246 W 38TH ST NEW YORK NY 10018-9086,,THRESHOLD DANCE PROJECTS INC,A62,173289.0,425792,NY,246 W 38TH ST,Dance,10018-9086,10018.0,A62,40.7541085,-73.99041820000001,Threshold Dance Projects Inc.
870,870,32610,330 W 42ND ST FLR 11,NEW YORK,113935,124350,133839702,313180,36061.0,330 W 42ND ST NEW YORK NY 10036-6902,,EARLY STAGES PROGRAM INC,A20,91209.0,222499,NY,330 W 42ND ST,Arts & Culture,10036-6902,10036.0,A20,40.75749775,-73.9916084438679,Early Stages Program Inc.
871,871,32618,113 BANK ST APT 1R,NEW YORK,3650,35836,133840774,76374,36061.0,113 BANK ST NEW YORK NY 10014-2176,,BYRDCLIFFE THEATRE COMPANY INC,A65,57405.0,93241,NY,113 BANK ST,Theater,10014-2176,10014.0,A65,40.7364201176471,-74.0072887647059,Byrdcliffe Theatre Company Inc.
872,872,32636,105 CHAMBERS ST FL 2,NEW YORK,0,92705,133843768,76995,36061.0,105 CHAMBERS ST NEW YORK NY 10007-3516,,THE FOUNDERS ASSOCIATION INC,A23,0.0,92705,NY,105 CHAMBERS ST,Cultural & Ethnic Awareness,10007-3516,10007.0,A23,40.7163041,-74.01092320000001,the Founders Association Inc.
873,873,32639,323 E 79TH ST,NEW YORK,41621,0,133844615,166263,36061.0,323 E 79TH ST NEW YORK NY 10021-0922,,FIRST HUNGARIAN LITERARY SOCIETY INCORPORATED,A23,127445.0,243647,NY,323 E 79TH ST,Cultural & Ethnic Awareness,10021-0922,10021.0,A23,40.7714021,-73.9504368,First Hungarian Literary Society Incorporated
874,874,32641,481 EIGHTH AVE STE E22,NEW YORK,0,30000,133844997,29000,36061.0,481 EIGHTH AVE NEW YORK NY 10001-1820,,AMERICAN MUSICIAN FOUNDATION INC,A68,0.0,33000,NY,481 EIGHTH AVE,Music,10001-1820,10001.0,A68,43.216233,-74.18230140000001,American Musician Foundation Inc.
875,875,32644,155 BANK ST,NEW YORK,0,16311,133845307,203633,36061.0,155 BANK ST NEW YORK NY 10014-2010,,PECCADILLO THEATER COMPANY INC,A65,200284.0,216940,NY,155 BANK ST,Theater,10014-2010,10014.0,A65,40.736294799999996,-74.009527,Peccadillo Theater Company Inc.
876,876,32655,321 W 76TH ST STE 2B,NEW YORK,10890,90884,133847871,32399,36061.0,321 W 76TH ST NEW YORK NY 10023-8044,,COLLEAGUES THEATRE COMPANY INC,A65,0.0,35957,NY,321 W 76TH ST,Theater,10023-8044,10023.0,A65,40.7799598,-73.9768276,Colleagues Theatre Company Inc.
877,877,32671,PO BOX 328,NEW YORK,0,67705,133852546,94230,36061.0,,,JUGGERNAUT THEATRE COMPANY LTD,A65,0.0,67705,NY,,Theater,10011-0000,10011.0,A65,,,Juggernaut Theatre Company Ltd
878,878,32672,187 EAST 4TH STREET 5N,NEW YORK,249072,564499,133852592,820716,36061.0,187 EAST 4TH STREET NEW YORK NY 10009-7264,,BUILDERS ASSOCIATION INC,A65,228770.0,865007,NY,187 EAST 4TH STREET,Theater,10009-7264,10009.0,A65,40.7242265,-73.984514,Builders Association Inc.
879,879,32680,104 E 126TH ST FL 2,NEW YORK,115685,80136,133853627,272022,36061.0,104 E 126TH ST NEW YORK NY 10035-1623,,INTERNATIONAL JAZZ MUSEUM,A50,0.0,80182,NY,104 E 126TH ST,Museums,10035-1623,10035.0,A50,40.80530495,-73.9380441515417,International Jazz Museum
880,880,32692,36 WEST 44TH STREET,NEW YORK,131071,609786,133857441,634013,36061.0,36 WEST 44TH STREET NEW YORK NY 10036-8102,,AUSCHWITZ JEWISH CENTER FOUNDATION INC,A54,0.0,610069,NY,36 WEST 44TH STREET,History Museums,10036-8102,10036.0,A54,40.7553158,-73.9819525,Auschwitz Jewish Center Foundation Inc.
881,881,32712,443 E 115TH ST,NEW YORK,207272,40770,133859737,995030,36061.0,443 E 115TH ST NEW YORK NY 10029-1702,,NATIONAL MUSEUM OF CATHOLIC ART AND HISTORY,A54,0.0,41996,NY,443 E 115TH ST,History Museums,10029-1702,10029.0,A54,40.7949342,-73.9343569687281,National Museum of Catholic Art and History
882,882,32727,315 W 86TH ST APT 4E,NEW YORK,40100,102625,133862351,140223,36061.0,315 W 86TH ST NEW YORK NY 10024-3165,,GREAT SMALL WORKS INC,A65,27169.0,130730,NY,315 W 86TH ST,Theater,10024-3165,10024.0,A65,40.78948855,-73.9786539932527,Great Small Works Inc.
883,883,32728,1155 AVENUE OF THE AMERICAS,NEW YORK,179260,236986,133862422,265269,36061.0,1155 AVENUE OF THE AMERICAS NEW YORK NY 10036-2711,,CHASHAMA INC,A60,93576.0,330917,NY,1155 AVENUE OF THE AMERICAS,Performing Arts,10036-2711,10036.0,A60,40.7564611,-73.98319959999999,Chashama Inc.
884,884,32735,29 BROADWAY STE 600,NEW YORK,0,5450,133863135,44189,36061.0,29 BROADWAY NEW YORK NY 10006-3201,,CYCLADIC ART FOUNDATION,A12,0.0,31274,NY,29 BROADWAY,Fund Raising & Fund Distribution,10006-3201,10006.0,A12,40.70618270000001,-74.0136471435835,Cycladic Art Foundation
