,Unnamed: 0,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG
872,33135,107 SUFFOLK STREET,NEW YORK,58597,16593,133735337,400425,36061.0,107 SUFFOLK STREET NEW YORK NY 10002-3300,PC,CLEMENTE SOTO VELEZ CULTURAL & EDUCATION CENTER INC,A60,0.0,385558,NY,107 SUFFOLK STREET,Performing Arts,10002-3300,10002.0,,40.719051,-73.9861796
873,33158,311 W 43RD ST 5TH FLOOR,NEW YORK,17762,97125,133740018,195144,36061.0,311 W 43RD ST NEW YORK NY 10036-6413,PC,EMERGING ARTISTS THEATRE CO INC,A65,99040.0,196165,NY,311 W 43RD ST,Theater,10036-6413,10036.0,,40.75842215,-73.9900049561336
874,33159,226 W 47TH ST,NEW YORK,0,36000,133740065,39610,36061.0,226 W 47TH ST NEW YORK NY 10036-1413,PC,CELEBRATE BROADWAY PRESERVATION FUND INC,A65,0.0,38343,NY,226 W 47TH ST,Theater,10036-1413,10036.0,,40.759259,-73.984983
875,33168,312 W 36TH ST FL 1,NEW YORK,223657,479811,133741268,802402,36061.0,312 W 36TH ST NEW YORK NY 10018-6494,PC,ABINGDON THEATRE COMPANY,A65,129241.0,738336,NY,312 W 36TH ST,Theater,10018-6494,10018.0,,40.7536633,-73.9932897
876,33196,160 W 87TH ST APT 8D,NEW YORK,0,91994,133747279,86729,36061.0,160 W 87TH ST NEW YORK NY 10024-2959,PC,JAPAN-U S PARTNERSHIP FOR THE PERFORMING ARTS INC,A60,0.0,92050,NY,160 W 87TH ST,Performing Arts,10024-2959,10024.0,,40.78778985,-73.9737174635843
877,33209,568 GRAND ST APT J1206,NEW YORK,0,34668,133749624,31757,36061.0,568 GRAND ST NEW YORK NY 10002-4366,PC,JAPANESE FOLK DANCE INSTITUTE OF N Y INC,A62,0.0,34668,NY,568 GRAND ST,Dance,10002-4366,10002.0,,40.7138859,-73.9790036
878,33212,429 W 127TH ST FL 2,NEW YORK,1172872,2426127,133749744,2234813,36061.0,429 W 127TH ST NEW YORK NY 10027-2536,PC,AFRICAN SERVICES COMMITTEE INC,A23,0.0,2445913,NY,429 W 127TH ST,Cultural & Ethnic Awareness,10027-2536,10027.0,,40.81343305,-73.9544427977101
879,33225,105 HUDSON ST,NEW YORK,92962,693986,133752576,830850,36061.0,105 HUDSON ST NEW YORK NY 10013-2331,PC,MINETTA BROOK INC,A65,0.0,699927,NY,105 HUDSON ST,Theater,10013-2331,10013.0,,40.7194738,-74.0088433
880,33229,80 HANSON PL,BROOKLYN,483462,1873194,133753011,948161,36047.0,80 HANSON PL BROOKLYN NY 11217-1506,PC,SOUND PORTRAITS PRODUCTIONS INC,A68,22270.0,1864136,NY,80 HANSON PL,Music,11217-1506,11217.0,,40.68525215,-73.9744286233509
881,33253,730 RIVESIDE DR,NEW YORK,0,59187,133757279,58437,36061.0,730 RIVESIDE DR NEW YORK NY 10031-2441,PC,BLACKBERRY PRODUCTION INC,A65,0.0,59187,NY,730 RIVESIDE DR,Theater,10031-2441,10031.0,,,
882,33259,872 GERARD AVE,BRONX,131050,116336,133759661,225104,36005.0,872 GERARD AVE BRONX NY 10452-9401,PC,DREAMYARD DRAMA PROJECT INC,A25,0.0,116819,NY,872 GERARD AVE,Arts Education,10452-9401,10452.0,,40.8277339,-73.9246637
883,33262,3081 RICHMOND RD,STATEN ISLAND,5181,160246,133759761,390106,36085.0,3081 RICHMOND RD STATEN ISLAND NY 10306-1941,PC,STATEN ISLAND BALLET THEATER INC,A63,216753.0,391593,NY,3081 RICHMOND RD,Ballet,10306-1941,10306.0,,40.57606535,-74.12418244851
884,33267,140-142 SECOND AVENUE,NEW YORK,227029,318963,133761711,390996,36061.0,140-142 SECOND AVENUE NEW YORK NY 10003-8364,PC,FOUNDRY THEATRE INC,A65,55224.0,375540,NY,140-142 SECOND AVENUE,Theater,10003-8364,10003.0,,,
885,33269,APT 16,NEW YORK,46948,112739,133762638,135535,36061.0,APT NEW YORK NY 10011-1640,PC,SHAKESPEARE PROJECT INC,A65,0.0,112739,NY,APT,Theater,10011-1640,10011.0,,,
886,33271,109 W 28TH ST,NEW YORK,0,108615,133763284,97672,36061.0,109 W 28TH ST NEW YORK NY 10001-6102,PC,TRIBAL LINK FOUNDATION INC,A23,0.0,108615,NY,109 W 28TH ST,Cultural & Ethnic Awareness,10001-6102,10001.0,,40.7463908,-73.9911
887,33274,312 W 36TH ST,NEW YORK,21753,154723,133763953,260836,36061.0,312 W 36TH ST NEW YORK NY 10018-6436,PC,THE 42ND STREET WORKSHOP INC,A65,89455.0,244178,NY,312 W 36TH ST,Theater,10018-6436,10018.0,,40.7536633,-73.9932897
888,33300,119 BOWERY FL 2,NEW YORK,0,27787,133770633,38198,36061.0,119 BOWERY NEW YORK NY 10002-4939,PC,EASTERN VIETNAM-CAMBODIA-LAOS CHINESE-DESCENT ASSOCIATION INC,A23,1454.0,42688,NY,119 BOWERY,Cultural & Ethnic Awareness,10002-4939,10002.0,,40.7179786,-73.9947124453555
889,33304,100 CHURCH ST RM 1608,NEW YORK,0,58167,133771393,52789,36061.0,100 CHURCH ST NEW YORK NY 10007-2615,PC,INTERNATIONAL EMIGRE ASSOCIATION OF ARTS & SCIENCES INC,A03,3900.0,62067,NY,100 CHURCH ST,Professional Societies & Associations,10007-2615,10007.0,,40.7130523,-74.0096369
890,33309,243 W 98TH ST APT 2B,NEW YORK,17757,0,133772154,79269,36061.0,243 W 98TH ST NEW YORK NY 10025-5566,PC,BALLET FOR YOUNG AUDIENCES BALLET REPERTORY LTD OF NEW YORK CITY,A63,82781.0,82781,NY,243 W 98TH ST,Ballet,10025-5566,10025.0,,40.796201,-73.9711655
891,33320,246 W 38TH ST FL 8,NEW YORK,136402,191553,133773381,300677,36061.0,246 W 38TH ST NEW YORK NY 10018-9086,PC,ZGD INC,A62,153828.0,349125,NY,246 W 38TH ST,Dance,10018-9086,10018.0,,40.7541085,-73.9904182
892,33326,170 W END AVE,NEW YORK,0,37500,133775983,92302,36061.0,170 W END AVE NEW YORK NY 10023-5401,PC,KINDRED SPIRITS FOUNDATION INC,A60,32693.0,70193,NY,170 W END AVE,Performing Arts,10023-5401,10023.0,,40.7772074166667,-73.98624825
893,33340,939 8TH AVE APT 301,NEW YORK,61635,533404,133779197,494317,36061.0,939 8TH AVE NEW YORK NY 10019-4205,PC,LARK THEATRE COMPANY INC,A65,32410.0,575010,NY,939 8TH AVE,Theater,10019-4205,10019.0,,40.7659287,-73.9839157
894,33350,557 BROADWAY,NEW YORK,1024011,2476891,133780998,2766958,36061.0,557 BROADWAY NEW YORK NY 10012-3962,PC,ALLIANCE FOR YOUNG ARTISTS & WRITERS INC,A25,382417.0,2968692,NY,557 BROADWAY,Arts Education,10012-3962,10012.0,,40.7254757,-73.9966037
895,33361,PO BOX 88,NEW YORK,12342,13134,133782934,40618,36061.0,,PC,SIX FIGURES INC,A65,25760.0,38894,NY,,Theater,10024-0088,10024.0,,,
896,33365,1430 BROADWAY FL 17,NEW YORK,0,648984,133783697,627399,36061.0,1430 BROADWAY NEW YORK NY 10018-3355,PC,BUSINESS ALLIANCE FOR VIETNAMESE EDUCATION INC,A23,0.0,635669,NY,1430 BROADWAY,Cultural & Ethnic Awareness,10018-3355,10018.0,,40.7539335,-73.9868111
897,33377,165 E 35TH ST APT 7J,NEW YORK,0,47565,133786051,53858,36061.0,165 E 35TH ST NEW YORK NY 10016-4136,PC,SHOTGUN PRODUCTIONS INC,A65,9248.0,58637,NY,165 E 35TH ST,Theater,10016-4136,10016.0,,40.746609,-73.9778907
898,33379,512 7TH AVENUE 43RD FLR,NEW YORK,483565,2016629,133786747,1299246,36061.0,512 7TH AVENUE NEW YORK NY 10018-4603,PC,RUSH PHILANTHROPIC ARTS FOUNDATION,A12,0.0,1483652,NY,512 7TH AVENUE,Fund Raising & Fund Distribution,10018-4603,10018.0,,40.75347205,-73.9892617541267
899,33387,138 S OXFORD ST STE 2D,BROOKLYN,85136,105450,133787877,148133,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1694,PC,ELEVATOR REPAIR SERVICE THEATER INC,A65,67787.0,174999,NY,138 S OXFORD ST,Theater,11217-1694,11217.0,,40.687303,-73.973648
900,33391,501 5TH AVE RM 1803,NEW YORK,0,13000,133789349,35655,36061.0,501 5TH AVE NEW YORK NY 10017-6189,PC,BACH WORKS INC,A68,16053.0,29053,NY,501 5TH AVE,Music,10017-6189,10017.0,,40.6670437,-73.9877435515289
901,33394,2 RIVERSIDE DR APT 2C,NEW YORK,0,128415,133789627,189988,36061.0,2 RIVERSIDE DR NEW YORK NY 10023-2524,PC,TEATRO GRATTACIELO,A6A,13457.0,157185,NY,2 RIVERSIDE DR,Opera,10023-2524,10023.0,,40.7805258,-73.9853079049603
902,33395,6 PENNYFIELD AVE,BRONX,28684,63296,133789884,46743,36005.0,6 PENNYFIELD AVE BRONX NY 10465-4127,PC,MARITIME INDUSTRY MUSEUM AT FORT SCHUYLER,A54,8455.0,105518,NY,6 PENNYFIELD AVE,History Museums,10465-4127,10465.0,,40.80957415,-73.8018637052486
903,33400,805 3RD AVE FL 26,NEW YORK,459782,502518,133790835,759728,36061.0,805 3RD AVE NEW YORK NY 10022-7538,PC,COMPLEXIONS-A CONCEPT IN DANCE,A62,117901.0,626269,NY,805 3RD AVE,Dance,10022-7538,10022.0,,40.7554975,-73.9705521
904,33415,300 E 42ND ST,NEW YORK,132615,156236,133793338,568944,36061.0,300 E 42ND ST NEW YORK NY 10017-5947,PC,EOS ORCHESTRA INC,A61,24435.0,183913,NY,300 E 42ND ST,Performing Arts Centers,10017-5947,10017.0,,40.7495356,-73.9720098
905,33416,410 W 58TH ST APT 31A,NEW YORK,50625,0,133793681,211672,36061.0,410 W 58TH ST NEW YORK NY 10019-1128,PC,AMIRUS INC,A69,140117.0,140786,NY,410 W 58TH ST,Symphony Orchestras,10019-1128,10019.0,,40.76867305,-73.986016955597
906,33418,154 W 57TH ST STE 136,NEW YORK,170612,160168,133793888,350790,36061.0,154 W 57TH ST NEW YORK NY 10019-3321,PC,FRENCH CONSERVATORY OF MUSIC INC,A6E,206401.0,395586,NY,154 W 57TH ST,Performing Arts Schools,10019-3321,10019.0,,40.7651393,-73.9795441
907,33432,99 PARK AVE UNIT 280,NEW YORK,0,5000,133798151,51953,36061.0,99 PARK AVE UNIT NEW YORK NY 10016-1601,PC,PERSIAN LANGUAGE INSTITUTE INC,A60,68750.0,73817,NY,99 PARK AVE UNIT,Performing Arts,10016-1601,10016.0,,,
908,33435,792 EASTERN PKWY,BROOKLYN,1463988,1278607,133798344,5030502,36047.0,792 EASTERN PKWY BROOKLYN NY 11213-3502,PC,JEWISH CHILDRENS MUSEUM,A52,725202.0,2114795,NY,792 EASTERN PKWY,Children's Museums,11213-3502,11213.0,,40.66887885,-73.9419647009214
909,33440,161 W 61ST ST,NEW YORK NY,0,133094,133799191,303002,36061.0,161 W 61ST ST NEW YORK NY NY 10023-7400,PC,ABSOLUTE ENSEMBLE LTD,A6C,199195.0,332996,NY,161 W 61ST ST,Bands & Ensembles,10023-7400,10023.0,,,
910,33450,211 E 49TH ST,NEW YORK,972141,1403270,133800869,3125133,36061.0,211 E 49TH ST NEW YORK NY 10017-1501,PC,INSTITUTO CERVANTES USA INC,A23,1297679.0,2700949,NY,211 E 49TH ST,Cultural & Ethnic Awareness,10017-1501,10017.0,,40.7528339,-73.9656019
911,33458,2141 MULINER AVE,BRONX,0,50295,133802120,59217,36005.0,2141 MULINER AVE BRONX NY 10462-2002,PC,BRONX SYMPHONY ORCHESTRA INC,A60,0.0,50381,NY,2141 MULINER AVE,Performing Arts,10462-2002,10462.0,,40.8550608,-73.862239
912,33465,60 E 8TH ST APT 4J,NEW YORK,0,38348,133803693,72884,36061.0,60 E 8TH ST NEW YORK NY 10003-6515,PC,LOCO-MOTION DANCE THEATRE FOR CHILDREN INC,A62,31526.0,69874,NY,60 E 8TH ST,Dance,10003-6515,10003.0,,40.7306591,-73.992835
913,33477,59-61 EAST 4TH ST STE 4E,NEW YORK,65092,115810,133805585,235070,36061.0,59-61 EAST 4TH ST NEW YORK NY 10003-0000,PC,TEATRO CIRCULO LTD,A65,129918.0,245988,NY,59-61 EAST 4TH ST,Theater,10003-0000,10003.0,,,
914,33481,282 W END AVE STE 1 R,NEW YORK,15455,10760,133806279,71221,36061.0,282 W END AVE NEW YORK NY 10023-8163,PC,MANHATTAN CHAMBER ORCHESTRA INC,A68,59112.0,69889,NY,282 W END AVE,Music,10023-8163,10023.0,,40.78054105,-73.9836177079137
915,33498,PO BOX 286934,NEW YORK,0,46130,133810105,45361,36061.0,,PC,IMUA THEATRE CO INC,A65,0.0,46130,NY,,Theater,10128-0009,10128.0,,,
916,33517,140 2ND AVE STE 503,NEW YORK,92142,64825,133812712,246647,36061.0,140 2ND AVE NEW YORK NY 10003-8384,PC,ART SWEATS INC,A62,126165.0,191001,NY,140 2ND AVE,Dance,10003-8384,10003.0,,40.7303767,-73.9865401
917,33518,451 GREENWICH ST FL 7,NEW YORK,40000,805157,133813143,308432,36061.0,451 GREENWICH ST NEW YORK NY 10013-1757,PC,DRAMA DEPT INCORPORATED,A65,48132.0,853982,NY,451 GREENWICH ST,Theater,10013-1757,10013.0,,40.7232184,-74.0094648
918,33523,115 E 89TH ST APT 5A,NEW YORK,0,38724,133817494,21883,36061.0,115 E 89TH ST NEW YORK NY 10128-1527,PC,AMERICAN FRIENDS OF THE MEDEM LIBRARY INCORPORATED,A23,0.0,38771,NY,115 E 89TH ST,Cultural & Ethnic Awareness,10128-1527,10128.0,,40.7818759,-73.9547878937812
919,33525,515 W 20TH ST STE 4E,NEW YORK,126175,310049,133817786,320913,36061.0,515 W 20TH ST NEW YORK NY 10011-2834,PC,JEWISH CHILDRENS LEARNING LAB INC,A50,0.0,310518,NY,515 W 20TH ST,Museums,10011-2834,10011.0,,40.74634745,-74.0062765109152
920,33529,400 W 43RD ST APT 19D,NEW YORK,0,126670,133818345,122767,36061.0,400 W 43RD ST NEW YORK NY 10036-6311,PC,AMERICAN OPERA MUSICAL THEATER CO INC,A6A,60478.0,199399,NY,400 W 43RD ST,Opera,10036-6311,10036.0,,40.7592431,-73.9927221
921,33531,331 E 29TH ST APT 9L,NEW YORK,0,0,133819482,22842,36061.0,331 E 29TH ST NEW YORK NY 10016-8348,PC,PHILIPPINE NURSES ASSOCIATION INC,A23,10346.0,23094,NY,331 E 29TH ST,Cultural & Ethnic Awareness,10016-8348,10016.0,,40.7410887,-73.9765178
922,33565,220 W 93RD ST APT 6C,NEW YORK,0,120487,133829236,80367,36061.0,220 W 93RD ST NEW YORK NY 10025-7484,PC,INFINITY DANCE THEATER COMPANY LTD,A62,15074.0,135561,NY,220 W 93RD ST,Dance,10025-7484,10025.0,,40.7924866,-73.9728745
923,33581,294 CROWN AVE,STATEN ISLAND,0,34515,133833390,16262,36085.0,294 CROWN AVE STATEN ISLAND NY 10312-2940,PC,STATEN ISLAND SPORTS HALL OF FAME INC,A50,0.0,34529,NY,294 CROWN AVE,Museums,10312-2940,10312.0,,40.54719375,-74.188536882674
924,33591,55 N MOORE ST,NEW YORK,73524,63418,133835811,158028,36061.0,55 N MOORE ST NEW YORK NY 10013-2349,PC,RACING THOUGHTS INC,A62,87034.0,150452,NY,55 N MOORE ST,Dance,10013-2349,10013.0,,40.72020525,-74.0091580579741
925,33595,ONE E 53RD STREET,NEW YORK,405628,758285,133836066,698510,36061.0,ONE E 53RD STREET NEW YORK NY 10022-4200,PC,HIGH 5 TICKETS TO THE ARTS INC,A61,56237.0,816187,NY,ONE E 53RD STREET,Performing Arts Centers,10022-4200,10022.0,,40.7575488,-73.9690254
926,33598,131 PERRY STREET,NEW YORK,127627,235305,133836585,300512,36061.0,131 PERRY STREET NEW YORK NY 10014-6241,PC,BANG GROUP INC,A62,58488.0,293793,NY,131 PERRY STREET,Dance,10014-6241,10014.0,,40.7350204,-74.0075957
927,33600,526 W 26TH ST RM 824,NEW YORK,115426,290012,133837466,288520,36061.0,526 W 26TH ST NEW YORK NY 10001-5538,PC,INTERNATIONAL PRINT CENTER NEW YORK,A40,0.0,293851,NY,526 W 26TH ST,Visual Arts,10001-5538,10001.0,,40.750047,-74.0042469
928,33604,422 W 57TH ST,NEW YORK,0,24983,133837753,74363,36061.0,422 W 57TH ST NEW YORK NY 10019-3051,PC,LOOKING GLASS THEATER INC,A65,43041.0,68024,NY,422 W 57TH ST,Theater,10019-3051,10019.0,,40.76816335,-73.9869245557348
929,33608,246 W 38TH ST FL 8,NEW YORK,108232,241128,133838879,273079,36061.0,246 W 38TH ST NEW YORK NY 10018-9086,PC,THRESHOLD DANCE PROJECTS INC,A62,69450.0,346109,NY,246 W 38TH ST,Dance,10018-9086,10018.0,,40.7541085,-73.9904182
930,33615,330 W 42ND ST FL 11,NEW YORK,87974,272573,133839702,351441,36061.0,330 W 42ND ST NEW YORK NY 10036-6902,PC,EARLY STAGES PROGRAM INC,A20,102471.0,375049,NY,330 W 42ND ST,Arts & Culture,10036-6902,10036.0,,40.75749775,-73.9916084438679
931,33642,323 EAST 79TH STREET,NEW YORK,44270,0,133844615,188365,36061.0,323 EAST 79TH STREET NEW YORK NY 10021-0922,PC,FIRST HUNGARIAN LITERARY SOCIETY INCORPORATED,A23,107900.0,244936,NY,323 EAST 79TH STREET,Cultural & Ethnic Awareness,10021-0922,10021.0,,40.7714021,-73.9504368
932,33644,481 EIGHTH AVE STE E22,NEW YORK,0,20000,133844997,25500,36061.0,481 EIGHTH AVE NEW YORK NY 10001-1809,PC,AMERICAN MUSICIAN FOUNDATION INC,A68,0.0,27000,NY,481 EIGHTH AVE,Music,10001-1809,10001.0,,43.216233,-74.1823014
933,33646,155 BANK ST,NEW YORK,0,16311,133845307,203633,36061.0,155 BANK ST NEW YORK NY 10014-2049,PC,PECCADILLO THEATER COMPANY INC,A65,200284.0,216940,NY,155 BANK ST,Theater,10014-2049,10014.0,,40.7362948,-74.009527
934,33658,321 W 76TH ST APT 2B,NEW YORK,0,40000,133847871,506,36061.0,321 W 76TH ST NEW YORK NY 10023-8044,PC,COLLEAGUES THEATRE COMPANY INC,A65,0.0,41001,NY,321 W 76TH ST,Theater,10023-8044,10023.0,,40.7799598,-73.9768276
935,33674,453 BROOME ST APT 4C,NEW YORK,249072,564499,133852592,820716,36061.0,453 BROOME ST NEW YORK NY 10013-2672,PC,BUILDERS ASSOCIATION INC,A65,228770.0,865007,NY,453 BROOME ST,Theater,10013-2672,10013.0,,40.7221884,-74.0009428
936,33682,104 E 126TH ST FL 2,NEW YORK,120064,314974,133853627,327660,36061.0,104 E 126TH ST NEW YORK NY 10035-1621,PC,INTERNATIONAL JAZZ MUSEUM,A50,0.0,314989,NY,104 E 126TH ST,Museums,10035-1621,10035.0,,40.80530495,-73.9380441515417
937,33693,36 WEST 44TH STREET,NEW YORK,86292,423992,133857441,482023,36061.0,36 WEST 44TH STREET NEW YORK NY 10036-8102,PC,AUSCHWITZ JEWISH CENTER FOUNDATION INC,A54,0.0,424852,NY,36 WEST 44TH STREET,History Museums,10036-8102,10036.0,,40.7553158,-73.9819525
938,33710,446 E 116TH ST,NEW YORK,207272,40770,133859737,995030,36061.0,446 E 116TH ST NEW YORK NY 10029-1604,PC,NATIONAL MUSEUM OF CATHOLIC ART AND HISTORY,A54,0.0,41996,NY,446 E 116TH ST,History Museums,10029-1604,10029.0,,40.7954827482873,-73.934395238465
939,33725,315 W 86TH ST APT 4E,NEW YORK,40100,102625,133862351,140223,36061.0,315 W 86TH ST NEW YORK NY 10024-3108,PC,GREAT SMALL WORKS INC,A65,27169.0,130730,NY,315 W 86TH ST,Theater,10024-3108,10024.0,,40.78948855,-73.9786539932527
940,33726,1155 AVENUE OF THE AMERICAS,NEW YORK,265651,368500,133862422,463240,36061.0,1155 AVENUE OF THE AMERICAS NEW YORK NY 10036-2711,PC,CHASHAMA INC,A60,65357.0,435520,NY,1155 AVENUE OF THE AMERICAS,Performing Arts,10036-2711,10036.0,,40.7564611,-73.9831996
941,33733,29 BROADWAY STE 600,NEW YORK,0,0,133863135,92270,36061.0,29 BROADWAY NEW YORK NY 10006-3201,PC,CYCLADIC ART FOUNDATION,A12,0.0,46493,NY,29 BROADWAY,Fund Raising & Fund Distribution,10006-3201,10006.0,,40.7061827,-74.0136471435835
942,33734,15 W 16TH ST,NEW YORK,2815636,4468850,133863344,10687708,36061.0,15 W 16TH ST NEW YORK NY 10011-6301,PC,CENTER FOR JEWISH HISTORY INC,A23,520660.0,5579128,NY,15 W 16TH ST,Cultural & Ethnic Awareness,10011-6301,10011.0,,40.73806315,-73.9938027225012
943,33760,2804 THIRD AVENUE,BRONX,40004,0,133869493,131119,36005.0,2804 THIRD AVENUE BRONX NY 10455-4000,PC,NATIONAL PUERTO RICAN DAY PARADE INC,A23,0.0,-134437,NY,2804 THIRD AVENUE,Cultural & Ethnic Awareness,10455-4000,10455.0,,,
944,33778,20 W 44TH ST,NEW YORK,401716,530901,133872803,1328820,36061.0,20 W 44TH ST NEW YORK NY 10036-6603,PC,CENTER FOR THE STUDY OF CLASSICAL ARCHITECTURE INC,A25,632361.0,1278583,NY,20 W 44TH ST,Arts Education,10036-6603,10036.0,,40.7551456,-73.9813277297351
945,33780,165 W 46TH ST STE 1112,NEW YORK,0,159069,133874026,136905,36061.0,165 W 46TH ST NEW YORK NY 10036-2516,PC,VIENNESE OPERA BALL,A12,0.0,131633,NY,165 W 46TH ST,Fund Raising & Fund Distribution,10036-2516,10036.0,,40.75843,-73.9844645
946,33811,401 W 24TH ST APT 8,NEW ORK,0,21542,133880426,11970,36061.0,401 W 24TH ST NEW ORK NY 10011-1241,PC,TERRANOVA PRODUCTIONS,A65,0.0,12737,NY,401 W 24TH ST,Theater,10011-1241,10011.0,,,
947,33814,330 W 38TH ST RM 1403,NEW YORK,171605,237739,133880953,416347,36061.0,330 W 38TH ST NEW YORK NY 10018-2941,PC,STORYVILLE CENTER FOR THE SPOKEN WORD INC,A65,185258.0,459184,NY,330 W 38TH ST,Theater,10018-2941,10018.0,,40.75524955,-73.9934999972172
948,33816,PO BOX 917,BRONX,0,31030,133882139,31041,36005.0,,PC,BRONX PUERTO RICAN DAY PARADE INC,A23,0.0,36584,NY,,Cultural & Ethnic Awareness,10455-0917,10455.0,,,
949,33817,39 BATTERY PL,NEW YORK,183466,158045,133882190,517558,36061.0,39 BATTERY PL NEW YORK NY 10280-1501,PC,SKYSCRAPER MUSEUM,A54,225659.0,630104,NY,39 BATTERY PL,History Museums,10280-1501,10280.0,,40.7057229,-74.0177051
950,33843,33 W 60TH ST FL 11,NEW YORK,11161140,15026503,133888641,34986502,36061.0,33 W 60TH ST NEW YORK NY 10023-7905,PC,JAZZ AT LINCOLN CENTER INC,A68,7275768.0,29563633,NY,33 W 60TH ST,Music,10023-7905,10023.0,,40.7695152,-73.9832725
951,33847,130 E 59TH ST STE 840,NEW YORK,111985,414383,133888983,1000041,36061.0,130 E 59TH ST NEW YORK NY 10022-1302,PC,THE NEW YORK MUSIC FOR YOUTH FOUNDATION INC,A12,0.0,558275,NY,130 E 59TH ST,Fund Raising & Fund Distribution,10022-1302,10022.0,,40.7621956,-73.9683817
952,33856,2234 3RD AVE 2ND FLR,NEW YORK,41974,5000,133891881,242714,36061.0,2234 3RD AVE NEW YORK NY 10035-2904,PC,UPTOWN DANCE ACADEMY INC,A25,239963.0,244963,NY,2234 3RD AVE,Arts Education,10035-2904,10035.0,,40.801495,-73.937552
953,33874,2440 BROADWAY STE 197,NEW YORK,68375,191871,133895528,221760,36061.0,2440 BROADWAY NEW YORK NY 10024-1158,PC,MELTING POT THEATRE CO,A65,24928.0,217662,NY,2440 BROADWAY,Theater,10024-1158,10024.0,,40.7908818,-73.9741938
954,33881,232 THIRD STREET DOA,BROOKLYN,55165,59678,133896400,129470,36047.0,232 THIRD STREET DOA BROOKLYN NY 11215-0000,PC,J MANDLE PERFORMANCE INC,A65,33.0,108311,NY,232 THIRD STREET DOA,Theater,11215-0000,11215.0,,,
955,33903,45 E 33RD ST,NEW YORK,73571,78190,133900360,1064637,36061.0,45 E 33RD ST NEW YORK NY 10016-5336,PC,SECOND CENTURY FUND OF THE WORKMENS CIRCLE INCORPORATED,A23,0.0,251152,NY,45 E 33RD ST,Cultural & Ethnic Awareness,10016-5336,10016.0,,40.74689385,-73.9823742098881
956,33916,640 W 139TH ST APT 60,NEW YORK,0,29974,133903490,33645,36061.0,640 W 139TH ST NEW YORK NY 10031-7335,PC,NEW YORK ART ENSEMBLE INC,A6C,2953.0,32927,NY,640 W 139TH ST,Bands & Ensembles,10031-7335,10031.0,,40.82315425,-73.9550386384747
957,33919,16 E 11TH ST APT 3A,NEW YORK,15000,145950,133904072,122839,36061.0,16 E 11TH ST NEW YORK NY 10003-4489,PC,SEQUITUR NEW MUSIC CORPORATION,A68,5478.0,151471,NY,16 E 11TH ST,Music,10003-4489,10003.0,,40.73350925,-73.9943570870519
958,33922,1775 BROADWAY STE 708,NEW YORK,128403,536261,133904262,658273,36061.0,1775 BROADWAY NEW YORK NY 10019-1903,PC,THE FLEA THEATER INC,A65,205415.0,775434,NY,1775 BROADWAY,Theater,10019-1903,10019.0,,40.7669819,-73.9819808
959,33941,66 WOOSTER ST,NEW YORK,0,60397,133908692,124295,36061.0,66 WOOSTER ST NEW YORK NY 10012-4305,PC,SOHO THINK TANK INC,A65,48262.0,112104,NY,66 WOOSTER ST,Theater,10012-4305,10012.0,,40.7233323,-74.0017161
960,33943,16 FLAGG PL,STATEN ISLAND,0,17535,133909562,21721,36085.0,16 FLAGG PL STATEN ISLAND NY 10304-1166,PC,COLUMCILLE CULTURAL CENTER INC,A20,105.0,68530,NY,16 FLAGG PL,Arts & Culture,10304-1166,10304.0,,40.59043235,-74.1014922565664
961,33962,1325 AVENUE OF THE AMERICAS,NEW YORK,0,95000,133912268,3212,36061.0,1325 AVENUE OF THE AMERICAS NEW YORK NY 10019-6026,PC,FATHER FAME FOUNDATION INC,A65,0.0,98208,NY,1325 AVENUE OF THE AMERICAS,Theater,10019-6026,10019.0,,40.7627667,-73.9804049
962,33963,225 W 34TH ST STE 1800,NEW YORK,0,177750,133912334,260031,36061.0,225 W 34TH ST NEW YORK NY 10122-1800,PC,AUBIN PICTURES INC,A01,10406.0,214556,NY,225 W 34TH ST,Alliances & Advocacy,10122-1800,10122.0,,40.7517799,-73.9920745
963,33970,246 W 38TH ST FL 8,NEW YORK,48500,146749,133913291,355591,36061.0,246 W 38TH ST NEW YORK NY 10018-9086,PC,INTA INC,A60,275009.0,425351,NY,246 W 38TH ST,Performing Arts,10018-9086,10018.0,,40.7541085,-73.9904182
964,33971,332 BLEEKER STREET K 136,NEW YORK,0,650,133913351,69061,36061.0,332 BLEEKER STREET K NEW YORK NY 10014-0000,PC,MOONWORK INC,A65,43101.0,43751,NY,332 BLEEKER STREET K,Theater,10014-0000,10014.0,,42.64477,-73.7527441
965,33974,460 W 49TH ST,NEW YORK,0,30000,133914058,33298,36061.0,460 W 49TH ST NEW YORK NY 10019-7240,PC,MANHATTAN PLAYHOUSE INC,A25,0.0,30130,NY,460 W 49TH ST,Arts Education,10019-7240,10019.0,,40.7636979,-73.9919161031883
966,33979,1594 YORK AVE,NEW YORK,26667,106365,133915313,91918,36061.0,1594 YORK AVE NEW YORK NY 10028-6204,PC,AIR CRASH SUPPORT NETWORK INC,A40,0.0,96668,NY,1594 YORK AVE,Visual Arts,10028-6204,10028.0,,40.7746365,-73.94785
